Title,Ingredients,Steps,Loves,URL
Bergedel Tempe,"1 Tempe--1 Telur--secukupnya Tepung terigu ( ya sist)--2 siung Bawang putih,--2 siung Bawang merah,--Garam, Royco (diuleg)--","Tumbuk tempe--Bumbu nya diuleg ya sist (bawang putih, bawang merah, garam, royco)--Setelah ditumbuk, campurkan tumbukan tempe, bumbu uleg, telur dan tepungnya..--Aduk hingga semua bumbu tercampur--Panaskan minyak lalu goreng hingga warna berubah kecoklatan..simple sist--Oyaa sisa adonan bisa dicampur kuning telur dan tepung ya sist lalu goreng--Selamat mencoba semoga bermanfaat ya sist.. 👍👍👍--",6,/id/resep/4355054-bergedel-tempe
Tempe Goreng Telur,1 papan tempe--1 butir telur--2 siung bawang putih diparut (aku pake bawang putih bubuk)--2 sdm tepung terigu--Secukupnya garam--Secukupnya merica--,Siapkan bahan. Potong-potong tempe lalu kukus--Campur semua bumbu jadi satu. Lalu kocok. Bila masih bergerindil biarkan saja--Celup tempe dalam telur lalu goreng hingga matang. Angkat dan siap disajikan--,68,/id/resep/4354961-tempe-goreng-telur
Tempe Isi Sambal,"1 papan tempe, iris agak tebal dan iris lg tengahnya jgn putus--3 sdm tepung serbaguna+2 sdm terigu+daun bawang lalu beri air--Sambal bebas aja (kalo saya bikin sambal terasi/sambal bawang)--",Isi tempe yg sudah di belah dengan sambel secukupnya--Celupkan tempe kedalam adonan tepung--Goreng di minyak panas dan angkat jika sudah kecoklatan--,6,/id/resep/4354818-tempe-isi-sambal
Tempe bulat,11/2 potong tempe (3000) di tuksay--5 bawang merah--2 bawang putih--1 daun pre--1 sdm ketumbar--1 telur--Garam--Pelapis--2 sdm terigu--Panir--Air--,"Panaskan kukusan, kukus tempe 10-15 menit--Tumis duo bawang dan daun pre--Haluskan tempe yg telah dikukus bersama duo bawang, pre, ketumbar (kalo aku tak blender biar teksturnya halus merata)--Kocok telor, masukan tempe yg telah dihaluskan, tambahkan garam--Bulatkan tempe sampai habis, masukan ke adonan pelapis dan panir--Tempe bulat bs lgsg di goreng atau ditaruh di frezzer, yummmyyy--",3,/id/resep/4354394-tempe-bulat
Orek tempe,1 papan tempe--1/2 bawang bombay--3 siung bawang putih--4 siung bawang merah--7 buah cabe rawit (sesuai selera ya moms)--1 daun jeruk--Gula dan garam--Kaldu jamur--sesuai selera Kecap--1/2 tomat merah segat--Terasi abc sedikit saja--,"Iris bawang merah, bawang putih, bawang bombay, cabai rawit dan tomat--Potong tempe dengan ukuran yang tidak terlalu besar, panaskan minyak dan goreng sebentar ya moms, lalu sisihkan--Tumis daun jeruk sampai layu, masukkan bawang bombay sampai layu lalu masukkan bawang putih, bawang merah dan cabai rawit. Setelah layu masukkan tomat yg sudah dipotong2 dan beri terasi abc.--Tambahkan air dan masukkan gula, garam, kaldu jamur serta tempe yang sudah digoreng--Terakhir masukkan kecap sesuai selera ya momsss, selesaii 😊--",3,/id/resep/4354683-orek-tempe
Tempe Tahu Bacem,1 bungkus Tempe--1 bungkus Tahu--Bumbu yang dihaluskan:--3 sdm ketumbar--5 buah bawang merah--3 buah bawang putih--2 siung jahe--3 sdm garam (secukupnya)--Secukupnya gula jawa--2 lembar daun salam--2 lembar daun jeruk--2 irisan lengkuas di geprek--1 buah serai digeprek--Secukupnya kecap manis--,Haluskan semua bumbu--Iris tahu dan tempe sesuai selera--Panaskan air sampai mendidih.--Campurkan tahu dan tempe ke dalam air mendidih.--Masukan semua bumbu yg dihaluskan serta bahan lainnya.--Tunggu sampai air meresap--Ketika air sudah sedikit. Beri sedikit kecap.--Tunggu sampai warna benar2 cokelat.--Jangan lupa dicicip yaa--Selamat mencoba. Kritik dan saran sangat diperlukan.--,7,/id/resep/3362771-tempe-tahu-bacem
Tempe Melet👅,"1 Papan Tempe,saya jadi 7 potong--Bahan isi:--5 butir Bawang merah--2 siung Bawang putih--3 Cabe merah keriting--10 Cabe Rawit merah,boleh + sesuaikan kepedasan lidah masing2--1 buah Tomat--secukupnya Trasi, (optional)--Bahan Tepung:--secukupnya Daun bawang,--Tepung Bumbu serbaguna,karna ga mau ribet bikin tepung sendiri😆--","Potong tempe menjadi bbrp bagian,belah tengahnya jgn sampe putus ya.. Lebih baik potong tempe agak tebal,sisihkan--Tumis bahan isi,klo aku smua bahan aq blender dl br aku tumis smpe matang.. Terserah boleh tumis dl ato blender dl sesuai selera,beri sedikit garam--Lalu ambil tempe yg sudah dbelah td ambil isian masukkan ditengah2 tempe--Masukan tempe kedalam adonan tepung bumbu, Btw jgn terlalu encer dan kental ya adonannya..jgn lupa jg adonan tepung diberi daun bawang, lalu tempe siap digoreng hingga matang dan sajikan hangat2--",280,/id/resep/4354009-tempe-melet%F0%9F%91%85
Mendol tempe,Tempe--Bawang merah--2 biji Bawang putih--Kemiri--Kencur--Cabe merah--Merica--Ketumbar--Daun saledri--secukupnya Garam--,"Rebus tempe selama 5 menit lalu haluskan.--Haluskan bumbu bersama garam, bawang merah, bawang putih, merica, ketumbar, kemiri, kencur--Lalu campur tempe bersama bumbu.--Lalu bentuk sesuai selera dan goreng dengan api sedang.--Mendol tempe siap disajikan. 😊--",6,/id/resep/4354125-mendol-tempe
Tempe Melet Sadis,1 papan Tempe Potong sekitar 2 cm Belah Tengah Jgn Sampai Putus--Bahan Isi (Sambal Yahud):--9 siung Bawang Merah--5 siung Bawang Putih--3 gengam Cabai Merah--1 biji Tomat--Garam dan Gula--Bahan Adonan Tempe:--7 sendok Tepung Terigu--1 sendok Garam--1/2 Sendok Lada Bubuk--3 batang Daun Bawang--1 sachet Racik Tempe Goreng--300 ml Air--,Ulek atau Blender Sambal lanjut Tumis dgn Minyak--Masukkan Sambal di Sela Tempe--Lumuri Adonan Tepung dan Goreng dgn Api Cenderung Kecil biar Matang sampai Dalam--Mantap d Makan buat Camilan 🔥💯🤩🤯😘😍--,12,/id/resep/4353577-tempe-melet-sadis
Tempe Penyet Extra Pedas ala Atha,"1/2 Papan tempe,cuil2 pakai tangan aja ya--Bumbu tempe:--2 bawang putih--1 sdm ketumbar--1 sdm Garam--12 bh Cabai Rawit--5 bh cabai merah keriting--5 Bawang Merah--1 Bawang putih--garam,kaldu bubuk--Senyum dan Cinta 😍--","Rendam tempe dengan bumbu tempe dan beri sedikit air rendam sekitar 5 menit,lalu goreng sampai matang,angkat tiris.--Panaskan Minyak,Goreng bawang merah,bawang putih,cabe rawit,cabe merah sampai matang,angkat dan ulek semua bumbu ini (jangan terlalu halus ya)--Masukan garam,kaldu bubuk ulek lagi sampai tercampur rata, masukan tempe dan penyet2 sampai tercampur rata antara tempe dengan bumbu.--Sajikan dengan nasi panas, cinta dan senyum 😍 pasti lebih nikmat. Selamat mencoba 🙏--",13,/id/resep/4353823-tempe-penyet-extra-pedas-ala-atha
Oseng Tempe Tahu Buru-buru,2 Tahu--1 Bungkus Tempe--2 Cabai Merah--4 Siung Bawang Putih--5 Siung Bawang Merah--1 Lembar Daun Salam--2 cm Lengkuas--2 Sachet Kecap Manis--1 Gelas Air--8 Cabe Rawit (sesuai selera)--Secukupnya gula&garam--,"Panaskan minyak, goreng tahu yg sudah di iris memanjang kemudian goreng tempe.--Sembari menunggu tahu dan tempe matang di goreng, kupas dan iris bawang merah, bawang putih, cabai.--Tumis bawang merah, bawang putih, cabai, daun salam, lengkuas sampai harum--Masukkan tahu dan tempe yang sudah di goreng tadi, tambahkan air dan kecap manis, gula garam secukupnya. Aduk merata biarkan bumbu meresap dan matang.--Sajikan dengan nasi hangat. Selamat makan. Jangan lupa doa dulu sebelum makan☺--",2,/id/resep/4353604-oseng-tempe-tahu-buru-buru
Tumis sawi tempe telur,1 ikat sawi putih--1/2 papan Tempe--2 butir telur ayam--5 buah cabe rawit--3 buah cabe kriting--4 siung bawang merah--3 siung bawang putih--1/2 siung bawang bombay (optional)--Garam--Kaldu jamur (optional)--secukupnya Gula pasir--secukupnya Air--secukupnya Minyak goreng--,"Potong tempe menjadi kotak kecil2, goreng setengah mateng. Sisihkan--Buat telur orak arik, sisihkan--Tumis bawang merah, bawang putih, bawang bombay dan cabe.--Masukkan potongan sawi putih, masak sampai layu.--Masukkan air secukipnya, beri garam, kaldu jamur dan gula secukupnya. Koreksi rasa.--Masukkan tempe yg sudah di goreng dan orak arik tempe. Koreksi rasa.--Siap di hidangkan...--",8,/id/resep/4353309-tumis-sawi-tempe-telur
Oseng jamur kuping tempe pedas,500 gr jamur kuping--1 buah tempe--3 buah cabe hijau bisa juga paprika hijau--2 siung bawang merah--1 siung bawang putih--1 buah tomat--Penyedap rasa--Minyak sayur untuk menumis--,"Iris bawang merah, bawang putih,tomat dan paprika.--Iris tempe bentuk kotak, goreng sebentar tiriskan.--Masukan minyak sayur, tumis bawang merah, bawang putih, paprika dan tomat.--Masukan jamur kuping, tambahkan sedikit air.--Tambahkan tempe, garam dan penyedap rasa.--Tunggu sampai bumbu meresap, angkat sajikan.--",5,/id/resep/4353010-oseng-jamur-kuping-tempe-pedas
"Oseng T2P(tempe,teri,pete) special",1/2 papan tempe (potong kecil)--2 papan pete--1 gengam teri nasi kering (cuci bersih)--5 siung bawang merah (potong kasar)--Cabai sesuai selera (saya 1 genggam)--3 sendok makan rajarasa--secukupnya Kecap--secukupnya Gula--,Goreng tempe yg sudah dipotong kecil2 (angkat tiriskan)--Oseng bawang merah+cabai+pete+teri nasi hingga matang tambahkan rajarasa kecap dan gula--Lalu masukkan tempe dan beri air sedikit tunggu hingga bumbu meresap--Angkat dan sajikan 💁--,6,/id/resep/4352941-oseng-t2ptempeteripete-special
Tumis tempe kacang panjang makyus,"1/2 kotak panjang tempe--1/4 kg kacang panjang--Rese (udang kecil, lebih kecil dari ebi)--Bumbu:--3 cabe merah besar--2 cabe rawit--5 bawang merah--3 bawang putih--Kecap--Garam--Gula--Penyedap rasa--","Potong-potong tempe dan kacang panjang.--Iris bumbu.--Tumis semua bumbu. Masukkan rese tunggu sampai harum, tambahkan air.--Masukkan kacang panjang, tunggu sampai layu masukkan tempe. Beri garam gula penyedap dan kecap.--Koreksi rasa. Siap di sajikan.--",61,/id/resep/4352865-tumis-tempe-kacang-panjang-makyus
Tempe Kikil Nyemek,1 papan tempe--1/4 kg kikil--4 buah cabai hijau besar--7 buah cabai rawit merah--6 siung bawang merah--2 siung bawang putih--1/2 sdm kaldu jamur--1 sdt gula pasir--1 sdt garam--60 ml santan instan--250 ml air--1/2 sdt kunyit bubuk--1 sdt merica bubuk--,"Iris-iris bawang merah, bawang putih, cabai rawit dan cabai hijau besar--Rebus kikil hingga empuk -/+ 15-20 menit--Siapkan minyak panas, tumis bahan yang sudah diiris-iris hingga wangi. Tambahkan garam dan gula, aduk hingga merata. Kemudian tambahkan kaldu jamur--Masukkan tempe dan kikil yang sudah dipotong-potong dadu, aduk hingga berubah warna dan agak matang--Tambahkan 200ml air, tunggu hingga mendidih, tambahkan santan dan aduk-aduk jangan sampai santan pecah--Tunggu kuah agak menyusut, tambahkan merica bubuk dan kunyit bubuk. Koreksi rasa--Siap dihidangkan--",6,/id/resep/4353025-tempe-kikil-nyemek
Orek tempe pedas manis,1/2 papan tempe--1 bh bawang putih--1 bh bawang merah--1 sdm saus teriyaki--3 sdm kecap manis--secukupnya Lada--secukupnya Garam--4 btr cengek--,"Potong korek api tempe, sisihkan--Tumis bawang putih & bawang merah sampai harum. Lalu masukkan cengek dan tempe. Aduk merata--Tambahkan saus teriyaki, dan kecap. Aduk kembali. Lalu tambahkan lada dan garam. Tes rasa.--Orek tempe siap di hidangkan--",5,/id/resep/4353122-orek-tempe-pedas-manis
Stik tempe,Tempe (iris seperti stik)--Tepung sajiku--Tepung panir/tepung roti--,"Pertama iris tempe seperti stik--Encerkan tepung sajiku jangan sampai kekentalan dan jangan terlalu encer--Lalu masukkan tempe ke adonan--Setelah dimasukkan ke adonan, tempe di kasih tepung panir dan ditekan2 agar tidak bubar--Setelah semuanya selesai, goreng di minyak yg panas, setelah matang tiriskan dan nikmati dengan saus--",3,/id/resep/4352921-stik-tempe
Kripik Tempe Home Made,Bahan kripik tempe:--4 gelas tempe yg belum jadi--4 gelas tepung kanji--Bahan Celup (haluskan):--3 siung bawang putih--1 sdt garam--1/2 sdt merica bubuk--,"Campurkan bahan kripik tempe sampai rata--Masukkan dalam plastik sampai padat, ikat rapat, tusuk² bungkusnya, diamkan 2hri.--Setelah 2 hari, tempe akan masak dan siap diiris tipis.--Setelah tempe di iris tipis, celupkan ke dalam bumbu yg sdh dhaluskan baru kemudian goreng dg minyak panas.--Selamat mencoba....😘😘😘--",9,/id/resep/4352998-kripik-tempe-home-made
Tempe kress,1 papan tempe kedelai--secukupnya Air untuk meredam--Secukupnya garam--Secukupnya bumbu penyedap (maggi)--10 sdm tepung terigu--,Potong tempe kecil memanjang--Rendam tempe pada air yang diberi garam dan bumbu penyedap. Rendam 10 menit agar bumbu meresap--Tiriskan tempe. Campurkan tempe pada adonan tepung basah yang diberi air secukupnya hingga kalis. Mengental tidak encer--Masukkan tempe pada adonan kering tepung yang TIDAK DIBERI AIR--Tepuk2 tempe pada adonan kering hingga kalis--Goreng tempe pada minyak panas dan api sedang hingga matang berwarna kuning keemasan--Sisa tepung bisa di buat kriukan dengan mencampurkan adonan basah dan kering.--Aduk hingga kalis dan tidak cair. Jika perlu tambahkan tepung terigu lagi jika adonan masih dirasa kurang kalis--Hancurkan adonan berbentuk tidak beraturan layaknya kremesan kriuk.--Goreng pada minyak panas dan api sedang hingga matang dan berwarna keemasan. Angkat dan tiriskan--Siap disajikan nikmati selagi hangat--Nb : biar bener bener kriuk ala kfc. Adonan tepungnya harus bener2 kalis ya bun--,0,/id/resep/4352654-tempe-kress
Bothok tahu tempe jerohan,250 g jerohan--1 papan tempe--1 papan tahu--10 siung bawang merah--2 siung bawang putih--sesuai selera Cabai--3 biji cabe merah--10 butir kemiri--I ruas kunyit--5 biji tomat--3 batang daun bawang--Ale--3 biji cabe hijau--Gula--Garam--Penyedap rasa--Daun pisang--,"Iris2 tempe, tahu, dan jerohan kecil2--Iris2 daun bawang, cabe hijau dan ale--Jemur daun pisang di cuaca yang panas atau ditempelkan sebentar di atas api kompor tapi jangan sampai terbakar ya, hanya agar daun pisang nya tidak mudah sobek.--Uleg bumbu bawang merah, bawang putih, camer, cabai rawit, kemiri, kunyit.--Tambahkan tomat iris kemudian uleg kasar.--Masukkan tahu, tempe, jerohan, daun bawang dan ale cabe hijau--Beri gula, garam dan penyedap rasa.--Jika sudah pas rasanya, masukkan kedalam daun pisang dan lipat dengan tusuk gigi.--Panaskan kukusan, kukus krglbh 45mnt dengan api sedang.--Sajikan dengan sayur bayam enak sekalii 😄--",3,/id/resep/4352535-bothok-tahu-tempe-jerohan
Stick tempe oregano,150 gr tempe dipotong2 panjang goreng hingga kering/cruncy--6 sdm tepung beras halus(aku rose brand)--2 sdm tapioka--1/2 sdt oregano--1/4 sdt merica bubuk--secukupnya Kaldu jamur/kaldu bubuk rasa--secukupnya Garam--4 sdm air matang--1 siung bawang putih haluskan--,"Larutkan tepung beras+tapioka dgn air+oregano+merica bubuk+kaldu jamur/kaldu bubuk+garam secukupnya+bawang putih halus lalu aduk rata semuanya.--Panaskan minyak dlm wajan dahulu,masukkan tempe ke dlm adonan tepung hingga rata lalu masukkan ke dlm wajan satu persatu(jng lupa setiap memasukkan tempe ke dlm adonan tepung,,, adonan tepungnya hrs sambil diaduk2 kembali ya !! krn adonannya suka mengendap)lalu goreng hingga matang(aku adonan tepungnya tersisa seuprit aku tipiskan di pinggir wajan disiram2 dgn minyak lalu goreng dech !!) Lalu angkat dan tiriskan di atas tissue.--Sajikan.--Ktk digigit stick tempe ini cruncy dan wangi dari aroma oregano 😊--",7,/id/resep/4349093-stick-tempe-oregano
Goreng tempe bumbu tumis,Tempe yg sudah diiris kecil2 lalu digoreng matang--Bumbu tumis:--2 buah cabe merah diiris--1 siung bawang merah diiris--2 siung bawang putih diiris--1/2 tangkai bawang daun diiris--Garam--Gula--Minyak secukupnya utk menumis--,"Tumis bumbu yg sudah diiris sampai harum..--Lalu masukkan tempe yg sudah digoreng matang, lalu tambahkan garam + gula--Diaduk2 sebentar lalu cicipi dan hidangkan panas2..--",0,/id/resep/4352329-goreng-tempe-bumbu-tumis
Tempe mercon / tempe kekinian,1 papan Tempe  (terus potong²)--Tepung tempe (Aku pake kobe tepung nya sedep)--bumbu halus--6 buah Cabe rawit  (kalo yg suka pedes boleh tambah lg)--2 Cabe merah--1 Bawang putih--3 Bawang merah--sedikit Terasi  + Kencur--Gula Merah--sedikit Penyedap--,"Potong tempe lalu tengah nya di iris gitu ya, buat isian nya--Haluskan semua bumbu, kalo udah di haluskan siram pake minyak panas ya. terus masukin isian nya--Kalo udah tinggal bikin tepung nya pake air terus masukin tempe, goreng deh--Selesai 😁--",17,/id/resep/4352484-tempe-mercon-tempe-kekinian
Orek Tempe Basah Bumbu Ulek,3 buah tempe--3 buah cabe hijau (iris serong)--Secukupnya kecap manis--Secukupnya gula pasir + Garam--Secukupnya air--1 Batang sereh + 2 lembar daun salam * (tambahan saya)--Bumbu Halus :--8 siung bawang merah--2 siung bawang putih--5 buah cabe merah keriting--1 buah tomat--2 butir kemiri--1/4 sdt ketumbar--,"Saya blender semua bumbu sampai halus.--Goreng tempe tapi jangan sampai kering.--Tumis bumbu halus + sereh + daun salam sampai harum. Lalu masukkan tempe, kecap manis, gula, garam dan cabe hijau aduk sampai rata dan bumbu meresap lalu angkat.--",35,/id/resep/4347762-orek-tempe-basah-bumbu-ulek
Tumis Udang Tempe Kacang Panjang Rasa Pedas Manis,"1/4 kg udang (sudah dicuci bersih)--1/2 bungkus tempe (dipotong memanjang, goreng kering)--1 ikat atau 5-7 buah kacang panjang (cuci bersih, potong kirakira 3-4cm)--1 buah tomat (dipotong tipis)--3 lembar daun jeruk--2 lembar daun salam--1 ruas lengkuas, geprek--2 sdm minyak goreng--Secukupnya air--Bahan-bahan yang dihaluskan:--5 buah cabe rawit merah--5 buah cabe merah keriting / cabe merah besar--1 sdt ketumbar--3 siung bawang merah--2 siung bawang putih--1 sdt gula jawa--1/2 sdt garam--1/2 sdt merica--","Tumis bahan-bahan yg dihaluskan, termasuk daun jeruk, daun salam, lengkuas - tumis sampai wangi bumbu tercium wangi--Masukkan kacang panjang--Masukkan tempe goreng--Masukkan udang, tumis sampai udang berubah warna--Tambahkan air secukupnya--Masukkan potongan tomat, tumis sampai layu--Diamkan sampai tumisan mengering (air berkurang) dan semua bumbu sudah meresap di bahan masakan--Sajikan dengan nasi hangat--",9,/id/resep/4352333-tumis-udang-tempe-kacang-panjang-rasa-pedas-manis
Tumis buncis tempe saus tiram,200 gr buncis (potong sesuai selera)--1/2 papan tempe (potong dadu)--3 siung bawang merah (iris tipis)--2 siung bawang putih (iris tipis)--2 buah cabe hijau keriting (potong serong)--1 sendok makan kecap manis--1 sendok makan saus tiram--Secukupnya garam--,"Tumis bawang merah+bawang putih sampai harus, kemudian tambahakan cabe hijau yang sudah dipotong sampai sedikit kecoklatan--Masukkan buncis dan tumis sampai berubah warna+air secukupnya+saus tiram+kecap+garam--Jangan lupa tes rasa--Dan siap dihidangkan--",7,/id/resep/4352004-tumis-buncis-tempe-saus-tiram
Tempe jeletot (tempe yg lg kekinian),1 papan tempe--Daun jeruk--1/2 kg tepung terigu--Minyak goreng--Air (secukupnya)--Masako rasa ayam--Bumbu yg di haluskan:--6 bawang merah--1 bawang putih--30 buah Cabe rawit (sesuai selera)--Ketumbar--,"Potong tempe sesuai selera, klo aku gede2 potongnya. Lalu lubangi tempenya--Tumis bumbu yg di haluskan jg daun jeruk nipis yg sudah di iris tipis kecuali bawang putih sama ketumbar ya.--Masukan bumbu yg sudah ditumis ke bung tempe.--Bikin adonan tepung terigu,msukan ketumbar sma bawang putih yg sdh dihaluskan, masako rasa ayam jg tmbah air secukupnya. Jngan encer ya.. (klo aku kental)--Siapkan minyak goreng smpe pnas lalu goreng deh tempenya smpe kecoklatan.--Tempe jeletot siap dihidangkan. Selamat mencoba 😊--",7,/id/resep/4352052-tempe-jeletot-tempe-yg-lg-kekinian
